Geneid,Tissue_1,Tissue_2,Tissue_3,Tissue_4,Tissue_5
ID-0739,756.2880277,1611.777249,1750.083457,2054.676385,1727.938645
ID-0740,3.002764368,5.97780711,6.054175768,5.808151518,6.38511409
ID-0741,3.892481341,5.759111728,5.637098621,5.289066483,4.79512421
ID-0742,8.658039482,15.9107855,13.23903458,15.76114848,10.88607848
ID-0743,0,0,27.12393498,772.1009078,4.499161001
ID-0744,592.6673447,727.6726075,2068.562385,1467.162838,535.1597459
ID-0745,699.2419118,8253.457517,7434.092939,5319.28635,5833.328873
ID-0746,1484.906981,1712.188721,811.1993984,950.431311,987.8872084
ID-0747,994.9886915,2343.973086,1340.019259,1907.148543,2994.320194
ID-0748,1981.896257,5009.147468,7978.505475,5710.130972,7405.747555
ID-0749,9.533913202,25.05423788,32.30491133,17.79833916,16.07565391
ID-0750,361.3307487,4923.757128,2269.845085,1010.559608,2943.613757
ID-0751,3.216232458,45.29356401,62.7661498,20.31650501,51.26186085
ID-0752,90.65602417,212.8141242,304.8394556,369.0961986,337.4106956
ID-0753,270.8037048,604.8999242,374.685421,190.9850152,365.2935825
ID-0754,6426.111736,1085.182557,440.8543566,183.0460303,406.9641097
ID-0755,398.0703018,1586.343096,2333.83043,4579.410123,1719.234954
ID-0756,176.1075665,373.3908707,264.4583661,826.8951658,359.9328801
ID-0757,11.313577,802.7377818,182.0920168,42.2413916,222.5584975
ID-0758,1158.43807,4787.802668,2329.676699,1247.019805,3253.818763
ID-0759,7761.855696,17975.69691,10876.03095,20142.56522,18630.80443
ID-0760,13.39765697,41.07576369,105.926104,44.46462274,40.16093188
ID-0761,10.39850827,166.6905116,105.7035702,732.4947195,282.8737206
ID-0762,0,0,0,0,0
ID-0763,0,0,0,0,0
ID-0764,0,0,0,0,0
ID-0765,786.8737849,919.5654789,337.8900448,482.8877031,554.3581623
ID-0766,17.55555052,84.57965134,49.57132945,105.603479,32.89041835
ID-0767,46.79328722,69.68209911,110.9887487,128.1218679,59.61388326
ID-0768,450.7753336,927.6429445,1302.796502,981.7823438,804.787424
ID-0769,272.738017,653.0208146,575.0274216,754.3105643,401.9678986
ID-0770,153.8379572,273.8576512,140.0514581,455.2391127,271.4788638
ID-0771,1577.999814,3280.573069,1592.701851,5185.206793,2775.691025
ID-0772,15.52167576,81.57904287,122.7192668,103.0277844,52.3438975
ID-0773,1002.203983,1885.682927,1100.180016,1293.103825,1698.387368
ID-0774,546.3062866,736.9120619,320.0066987,401.4378825,179.6582783
ID-0775,837.7775373,1041.997296,491.3208982,1298.878233,861.2571152
ID-0776,2388.286352,4353.929779,2850.351443,4469.940361,3264.374021
ID-0777,1197.143471,349.3809983,310.3386154,164.7296608,320.1547825
ID-0778,1831.01312,3726.158563,5022.032251,2084.279191,4179.246974
ID-0779,0,0,0,0,0
ID-0780,0,0,0,0,0
ID-0781,165.8024215,358.8227633,190.0234296,78.89915098,622.1770805
ID-0782,39107.70155,2790.975731,575.9794538,895.1818088,1718.143179
ID-0783,0,0,0,0,0
ID-0784,0,0,0,0,0
ID-0785,5384.050483,1214.459442,607.5438532,427.4426531,919.7570561
ID-0786,136.5431707,1313.547615,743.5699418,782.9223443,745.5161493
ID-0787,266.8597965,2027.211049,1897.807074,1078.9056,1533.120885
ID-0788,5421.088979,21748.55738,14515.44915,7553.582179,22573.79046
ID-0789,7008.594575,31540.0309,21655.13807,14271.99959,30872.97813
ID-0790,8467.505286,27725.73299,23230.70851,31057.68983,37868.0634
ID-0791,7310.311292,26418.44917,26862.25856,32801.3883,34777.82236
ID-0792,5963.012287,2295.668525,882.9161198,345.0822345,1457.019635
ID-0793,17.67746406,379.3803174,239.594759,73.33574931,1470.475787
ID-0794,31.13828532,219.9141477,92.32091632,48.44196284,700.0529411
ID-0795,17.08838686,4.402541132,4.630018952,4.393371843,4.156628046
ID-0796,60.60844821,189.9028635,165.8732947,197.2812245,141.5010855
ID-0797,8373.332613,22779.71167,29528.96498,18970.22496,27400.70853
ID-0798,23.1414075,50.67789027,13.06880504,0,8.671110293
ID-0799,493.68336,989.9081232,378.9953461,684.8225608,1150.367299
ID-0800,21.75687885,42.88129176,0,6.769453782,0
ID-0801,0,0,0,0,0
ID-0802,5410.681468,7898.511183,5992.980595,7961.405138,6422.815267
ID-0803,0,13.8212428,5.940365926,39029.64943,11.82424131
ID-0804,0,0,0,0,0
ID-0805,12468.81075,72.39698609,42.00687333,291.4381726,92.90475314
ID-0806,10.60647844,0,0,0,0
ID-0807,61.05409857,156.3455501,138.9246922,173.0477177,69.63302331
ID-0808,1152.1985,1566.746986,854.9749821,1522.913329,1049.204345
ID-0809,453.0922827,492.5103704,188.4191794,420.363363,356.5257484
ID-0810,41.95969492,1604.985492,3167.390056,823.9392318,807.0802657
ID-0811,14.46337969,361.0799681,441.07217,60.00197671,585.2999448
ID-0812,10.34778384,13.59650714,43.82830957,64.39236524,0
ID-0813,637.8931712,1277.010951,621.9268213,498.0589612,625.7343775
ID-0814,779.7194959,1908.410642,880.6726277,861.0013378,721.8113433
ID-0815,391.9785509,1611.777249,5859.654432,2938.53159,1534.409517
ID-0816,0,0,0,0,0
ID-0817,0,0,0,0,0
ID-0818,15.71330139,28.90516704,15.97298393,15.64495985,7.065349127
ID-0819,0,0,0,0,0
ID-0820,0,0,0,0,0
ID-0821,0,0,0,0,0
ID-0822,1895.908021,3373.774965,793.6576392,3833.626295,1430.733198
ID-0823,35.78089111,6.716346903,51.96030918,0,5.745916459
ID-0824,408.6899948,490.9711204,2420.126878,871.9553312,765.6829043
ID-0825,512.478101,918.4764302,692.5429463,1998.922995,946.2521153
ID-0826,28.2839425,339.7831881,143.7568554,155.89085,86.29819291
ID-0827,790.7788657,3872.510502,4053.262817,1390.341661,2833.246807
ID-0828,450.4479731,2718.462138,3434.191546,4589.188223,5534.523483
ID-0829,106.0647844,262.8010595,277.245364,207.4354052,153.2928427
ID-0830,20.86520348,18.2772719,53.02506962,38.95210291,35.18196389
ID-0831,13.42408408,17.72478487,14.54582327,12.45747503,11.2885836
ID-0832,2409.37288,8506.377729,36755.61081,13317.77207,9862.049824
ID-0833,1239.718259,977.3593123,905.4814918,562.3042388,706.0761238
ID-0834,49.33245785,38.89233439,58.50569697,81.86316202,48.06080511
ID-0835,90.91267232,146.0005886,85.56955679,207.4354052,85.16269038
ID-0836,91.37889115,25.72877506,420.2123466,64.98675631,168.7531465
ID-0837,0,4.805662008,6.196416181,45.51874095,24.66781376
ID-0838,993.7601418,3000.724629,993.9944732,409.0945583,4317.978571
ID-0839,66.98828487,4716.377866,1588.89156,1549.314199,3495.256103
ID-0840,81.42347083,3913.459304,2192.655067,1413.379896,3232.397226
ID-0841,913.455898,1006.835228,564.7590748,732.7588339,695.9008414
ID-0842,238.9505487,281.9321711,74.35699418,248.8357839,126.079937
ID-0843,20.52866794,53.94743157,46.37317916,42.58204798,46.15268382
ID-0844,50.1811883,149.8539766,170.0349903,68.13127677,76.92113969
ID-0845,22481.5337,3035.655803,3252.320937,2404.8317,2299.561279
ID-0846,29860.5104,3915.961916,3451.939306,3461.447367,3061.651289
ID-0847,11306.05467,1879.934078,1777.844089,1679.544693,1166.910055
ID-0848,7447.760771,1607.265936,1673.665579,1395.199248,856.3512574
ID-0849,111.2810852,621.4272446,553.8173938,242.3686403,359.6378531
ID-0850,11.16471414,29.33983121,47.28843928,6.947597303,6.275145607
ID-0851,24036.47458,512.6039475,115.6664354,84.96831644,301.4955016
ID-0852,157.5819654,342.4377442,421.0022194,520.4742894,224.8295026
ID-0853,97.46493699,308.8611961,364.248789,356.7685101,170.7857196
ID-0854,383.2018016,262.544167,102.0209942,221.4266495,156.919125
ID-0855,5.971359918,8.946988432,10.72509689,13.32415921,6.832022733
ID-0856,1566.092372,1403.965256,780.9014368,1460.196253,1042.138996
ID-0857,4.772513466,8.740215498,6.703123176,9.601994943,6.031922909
ID-0858,389.3885234,11614.95592,13125.19783,13967.14507,7663.242199
ID-0859,26.93708809,8.848520523,11.40927424,33.52491397,0
ID-0860,313.4166601,165.7303979,524.5182562,190.2765387,171.8598436
ID-0861,2.394439112,27.8495346,21.33515204,17.65944465,7.775723904
ID-0862,96.26047657,112.4282608,114.7638762,146.4249919,44.08421619
ID-0863,68216.26891,5980.906917,3178.238912,1297.777694,7055.985412
ID-0864,357.2708526,39.11977494,25.22050095,0,41.83430404
ID-0865,20356.27977,2197.666203,2239.289478,538.1715757,2659.69633
ID-0866,0.948155344,0.609160789,0.846260499,0.718446725,0.336222234
ID-0867,139.6950819,95.17555001,122.7192668,148.1024401,63.97587472
ID-0868,180.24081,93.8203426,101.0056337,62.98246705,150.3984244
ID-0869,189.3585981,340.1431279,312.6914651,438.5229213,183.2200706
ID-0870,3459.343736,1901.070601,999.8473597,3455.806156,3197.749841
ID-0871,89.56581791,6.193964366,7.986491967,0,0
ID-0872,60.60844821,227.5333849,484.079207,447.198406,165.4589413
ID-0873,20739.57299,3227.381433,1255.980947,728.1081973,1616.477508
ID-0874,7168.169787,977.5308691,265.7117233,201.4473948,524.3761485
ID-0875,10008.65874,1300.732517,315.8294551,224.0073797,628.6554962
ID-0876,897.0050335,2219.208947,1300.657263,1624.282082,2348.219249
ID-0877,389.4837983,456.9317975,365.2838129,251.0246632,312.7285679
ID-0878,229.1974651,677.0643807,335.9834552,291.3199421,317.9407107
ID-0879,209.0552272,953.3319067,416.6865374,443.8407088,359.4112382
ID-0880,342.9428028,882.6399221,191.6758072,563.2185547,250.3783097
ID-0881,61.28187541,30.96982183,55.90544377,23.46743978,15.89703554
ID-0882,3142.169237,4784.837473,2328.561564,6154.702761,2955.855045
ID-0883,16.30115998,360.1768359,413.5371624,271.7501052,631.2200056
ID-0884,380.7453798,1586.607795,423.8984198,880.0289917,483.0253105
ID-0885,1357.62924,1766.257839,854.9749821,2228.789215,763.0577058
ID-0886,1290.959947,2158.154155,893.3461729,1704.741875,1648.749686
ID-0887,20593.40385,22307.12024,73806.59505,24339.08754,51226.30451
ID-0888,31208.64845,8121.568793,8309.394099,4474.492235,13945.53738
ID-0889,28262.51527,5602.722313,1960.320756,3061.434189,9167.290493
ID-0890,30875.67519,5739.529633,2053.669363,2968.750864,10219.52285
ID-0891,28881.28248,4809.10487,1566.306037,2718.895541,9111.136785
ID-0892,12.21475444,129.4669327,242.8138824,117.5624142,86.04537469
ID-0893,221.5575496,210.5947884,103.8243956,152.5383586,143.0733198
ID-0894,938.9341567,2019.638545,2067.977715,2151.021683,2150.008905
ID-0895,1267.726708,6218.297797,5784.502039,7341.956159,4661.23792
ID-0896,39511.65753,7884.031786,3953.313524,1477.191522,7193.40858
ID-0897,225.9042161,231.6703555,121.3531896,130.2900066,111.4857038
ID-0898,114.128189,521.5969992,382.510931,299.5186393,504.8006021
ID-0899,1358.639381,2369.19137,855.6955679,1848.060883,1118.47
ID-0900,0,0,0,0,0
ID-0901,0,0,0,7.040231933,0
ID-0902,3853.322682,511.4809749,548.3508918,1360.869575,604.7428983
ID-0903,197.0814758,866.162843,500.0238449,424.1055049,690.8116816
ID-0904,356.9985425,2535.748582,3155.638289,2247.293547,1331.861392
ID-0905,1870.82945,5211.885196,1835.930924,3301.699133,3022.352057
ID-0906,61874.57348,12532.58046,6065.838045,930.4696778,16607.55548
ID-0907,37.1613843,459.8001285,718.784277,998.2226665,797.172512
ID-0908,0,0,0,0,0
ID-0909,0,0,0,0,0
ID-0910,0,0,0,0,0
ID-0911,75.55299709,72.54574702,83.69405965,43.39869,68.59679718
ID-0912,169.703655,288.7340312,140.0707822,140.8046387,110.0563999
ID-0913,1922.516931,1691.861875,764.0224483,1133.575806,817.085393
ID-0914,727.3013785,722.8560611,1706.125317,922.579844,466.4295042
ID-0915,172.5799881,566.9052131,243.6556871,170.0395001,250.5803907
ID-0916,914.8087652,1637.529329,1111.869429,1872.811698,611.0423034
ID-0917,1728.593015,2105.435986,1918.738194,2129.524701,2885.114879
ID-0918,980.326939,1850.973041,2044.697021,1789.107484,2166.935718
ID-0919,2876.146361,745.6889568,466.743037,644.592664,922.8538812
ID-0920,72.99081935,185.818931,100.4752215,158.9729791,41.02460784
ID-0921,407.1519142,472.0400263,428.9519073,315.1071551,319.2227297
ID-0922,248.4400355,246.0845302,116.5596125,123.6797502,184.7493319
ID-0923,0,0,47.9189518,8.800289917,0
ID-0924,813.5792872,3023.383312,5631.886218,2689.78273,1318.51883
ID-0925,1549.039176,1458.46254,743.8581472,1565.632974,870.6399695
ID-0926,2110.947904,2510.821653,1449.256103,2897.656436,1407.469244
ID-0927,2401.126182,4833.269002,1896.367029,2378.886881,3401.796487
ID-0928,164.9896646,1796.249666,579.0206676,366.6787465,1000.188486
ID-0929,246.0702997,2179.65606,805.0383903,438.2544379,1335.350985
ID-0930,1044.638065,2045.761249,684.8793583,1534.239223,850.3414292
ID-0931,0,0,0,0,0
ID-0932,0,0,0,0,0
ID-0933,548.6109536,600.707751,563.8738725,628.1586251,653.6970647
ID-0934,0,0,0,0,0
ID-0935,451.5051371,874.5423082,626.4633607,828.3575646,476.9110661
ID-0936,166.1230578,43.76500828,31.74219084,56.48076159,30.42121619
ID-0937,274.5206184,772.9442927,459.0555047,443.7120966,512.9799703
ID-0938,0,0,0,0,0
ID-0939,95.01636933,110.3299903,71.12969408,101.7533522,77.00126588
ID-0940,3620.666048,57.01262655,24.50400944,18.00059301,65.0333272
ID-0941,2889.953419,3121.75804,1471.393696,2932.049535,1750.544149
ID-0942,4.242591375,50.17111136,28.75137108,0,23.84555331
ID-0943,0,0,0,0,0
ID-0944,389.3201497,413.1738583,1031.666845,2186.613212,409.582445
ID-0945,831.138985,1157.898206,658.1639163,1188.357222,673.421409
ID-0946,1689.322747,689.2193076,1333.018114,1161.638269,2115.750911
ID-0947,93.99753345,1328.549722,972.7260276,1637.802459,1547.819149
ID-0948,2846.641955,2577.488397,1738.994219,2719.573465,2502.501078
ID-0949,262.4653986,2952.631318,2972.599383,2904.095673,3803.163671
ID-0950,193.1586317,1672.370379,1998.570917,1626.980429,2376.800679
ID-0951,1071.582358,1465.479198,540.9407446,1007.043485,1278.318322
ID-0952,53.38360008,56.1456207,48.98998798,54.9289619,70.93130922
ID-0953,305.466579,10011.924,5980.285185,3034.339963,1195.457072
ID-0954,577.463826,1974.326142,608.9700125,2808.759198,1834.782852
ID-0955,1590.971766,2843.029644,4627.173783,3755.523722,2855.505008
ID-0956,1026.778417,2023.708694,3255.669961,2715.518031,2420.624235
ID-0957,2880.496249,5261.60973,2458.998842,1973.117634,3020.436752
ID-0958,0,0,0,0,0
ID-0959,0,0,0,7.436864718,0
ID-0960,512.8407156,1053.654598,260.6580345,1108.256291,780.876361
ID-0961,0,0,0,0,0
ID-0962,387.6850739,1047.634318,1078.176416,673.677366,1595.18529
ID-0963,924.071272,1695.279562,1762.498433,1207.930205,2044.837859
ID-0964,21.42722917,371.6378619,159.7298393,160.0052712,120.4320874
ID-0965,24.24337928,58.40023545,205.3669363,110.6322161,40.87809138
ID-0966,19593.5287,1128.510093,1674.241426,605.2882333,872.3982916
ID-0967,62158.7306,2120.214881,852.0420362,1162.824825,1353.034204
ID-0968,4048.13927,12279.53436,8675.326899,27258.89802,11783.67759
ID-0969,5910.766759,16761.62602,24013.26248,9285.203851,19335.98608
ID-0970,183.3218495,337.2269488,337.2074386,482.3862621,117.7558188
ID-0971,133.6706872,2810.193148,2294.201871,2119.302695,2809.20217
ID-0972,109.0110284,92.90946549,124.788937,201.6733106,72.86141288
ID-0973,324.6504704,761.0497086,731.2848731,817.2790984,630.3520178
ID-0974,1151.033486,19.38980149,56.25268255,9.182911217,37.32347474
ID-0975,674.9577187,1180.794843,1097.779623,969.6319436,1357.028761
ID-0976,661.4433797,355.5433089,554.6524342,461.4955185,334.2132668
ID-0977,6241.449861,19593.29681,10492.32082,15344.39812,15059.50715
ID-0978,788.4148972,1026.649594,419.2908283,1346.444357,1347.273762
ID-0979,7365.686058,1737.107297,537.9288783,415.6007883,933.8226359
ID-0980,389.0376242,208.2574434,320.0624328,356.6608064,219.5590568
ID-0981,228.9652488,185.818931,159.7298393,268.1993117,105.9802369
ID-0982,5.303239219,20.90462973,17.96960693,0,0
ID-0983,385.6044161,649.6229827,745.9383497,603.5825511,631.642212
ID-0984,1697.03655,1725.461502,1930.449201,1986.351153,2384.555331
ID-0985,522.0307906,830.4500372,298.7539588,458.4842401,808.5899557
ID-0986,1555.616837,799.0214032,622.9463734,651.2214538,675.6240103
ID-0987,154.27605,2071.458765,2140.016825,12.00039534,63104.00516
ID-0988,2700.50164,9336.189419,3956.438673,11533.73649,5644.138791
ID-0989,106.9270997,104.2398881,70.12529532,21.46412175,46.52790889
ID-0990,147.8478812,828.6773538,296.4682624,352.0115967,298.6715768
ID-0991,2537.316783,6711.130323,7460.003807,10914.06829,11357.8917
ID-0992,401.2784342,766.5030903,1934.727679,2131.870232,731.2636347
ID-0993,237.9990283,40.78952143,26.29698574,77.27083829,180.2956469
ID-0994,314.5867074,451.2745466,635.6595647,538.7932602,266.0320233
ID-0995,785.6650694,1899.482405,1970.001352,2600.974575,694.7593309
ID-0996,26057.40423,4675.330016,1347.150659,635.7418741,4211.538104
ID-0997,19.28450625,2179.149281,729.6749479,608.0200306,527.4925428
ID-0998,0,0,0,557.3516947,5.299011846
ID-0999,132.5809805,1724.631953,460.4711775,346.5114155,462.0075953
ID-1000,324.3643267,3097.668495,2038.878392,2964.795733,2453.251661
ID-1001,1382.056281,3678.370202,6479.949164,2748.090533,5173.762475
ID-1002,3806.547261,3151.179371,1437.568554,5998.864293,1563.208494
ID-1003,111.2752942,80.29977117,56.85637495,83.09349513,80.21318514
ID-1004,4.373805541,45.97581797,22.23044156,48.99130469,14.74982679
ID-1005,72.19706164,73.19063056,106.5120105,131.7519504,79.33319838
ID-1006,980.7873002,590.248369,329.7951389,59.01370885,302.9787949
ID-1007,210.3164955,7227.879956,1978.192626,4630.306387,8274.610805
ID-1008,4402.457137,1026.043662,1375.065573,2816.092773,1893.820755
ID-1009,26.92317161,6.815960787,6.514006687,9.820407476,4.588940836
ID-1010,158.2553926,1902.431912,3787.879047,955.4600481,5590.457497
ID-1011,0,0,0,0,0
ID-1012,197.1908667,3920.517727,5152.974606,1777.410668,9126.24181
ID-1013,0,0,0,0,0
ID-1014,1746.795338,1448.699443,1371.014454,2353.262711,1159.894815
ID-1015,856.6771045,12253.32912,9136.853983,7311.010085,10785.52719
ID-1016,107.8463877,1140.507907,2876.746927,1337.486391,1244.348022
ID-1017,1226.108907,3110.608904,1796.960693,3099.462109,1397.349424
ID-1018,1422.899876,3387.622049,1857.780901,3598.641631,1606.823438
ID-1019,921.2484128,979.5312218,451.8072598,980.6037336,531.4151879
ID-1020,60.60844821,214.4064588,23.69618496,63.82627852,120.5379618
ID-1021,2497.885259,3319.68652,1784.846351,4461.450349,3525.926758
ID-1022,4518.853139,8089.605553,15724.10256,13417.37225,5194.263937
ID-1023,15.15211205,14.93187838,38.50630055,47.14441027,4.258134519
ID-1024,345.5659104,561.9524122,608.6479765,843.1245501,342.2990716
ID-1025,3.119552481,4.098947007,31.71107105,11.64744254,21.04019409
ID-1026,260.3408344,1653.36617,980.1603778,744.0245111,1148.922114
ID-1027,81.73799896,199.4570176,118.698321,72.66294427,118.1339338
ID-1028,11.62353801,30.54557769,19.69271992,57.86492,45.73119812
ID-1029,58200.17517,1988.038683,727.4443286,623.4422254,6004.4827
ID-1030,40.40563214,120.9297805,68.45564543,270.9930546,138.7836436
ID-1031,840.1994683,1475.620922,944.2852267,279.5386209,724.7177965
ID-1032,40.85458361,305.5689087,175.7028233,152.5383586,169.5683791
ID-1033,260.8150435,1379.934028,2115.11111,1120.954962,1501.097126
ID-1034,222.2309768,934.4037672,1156.900408,734.1956159,1376.229076
ID-1035,576.8889491,2503.456878,4286.408676,4455.951675,287.8914362
ID-1036,91.23852419,2014.037445,3933.991366,414.465267,2635.831054
ID-1037,102.407378,278.7283965,501.9097107,250.3530752,287.7911606
ID-1038,1994.920625,21035.09835,23169.32297,11009.72441,8295.208437
ID-1039,343.150773,1385.444088,1828.671764,1296.748602,582.1120366
ID-1040,188.9881612,684.1515186,463.9425788,408.0134416,359.8510771
ID-1041,312.8911139,578.3614227,179.6960693,990.0326156,315.9535813
ID-1042,7109.060163,7489.932295,32022.76106,13477.98248,14221.73256
ID-1043,13.15532209,17.28548195,22.28788456,24.5589486,22.18191005
ID-1044,168.7912698,323.6845894,363.2565701,164.6505855,405.1180024
ID-1045,99.54683673,292.7426734,1112.30863,643.0602911,1340.146739
ID-1046,16.52957678,43.43819166,60.67659481,41.1442126,58.83967699
ID-1047,708.6030275,652.3430555,443.5051922,275.2431102,558.0874178
ID-1048,1542.358739,4599.018542,1579.827942,1424.54693,2026.872031
ID-1049,29.69813962,39.0219755,21.56352831,52.8017395,19.07644264
ID-1050,24.35937631,16.00354429,41.26991064,32.84318725,11.40935565
ID-1051,0,0,0,0,4.183430404
ID-1052,0,0,0,0,0
ID-1053,0,0,0,0,0
ID-1054,0,0,0,0,0
ID-1055,0,0,0,0,0
ID-1056,10657.05237,1772.048083,1870.743185,1587.548989,1282.290681
ID-1057,476.1130321,496.2913948,260.5593004,477.415728,429.2199595
ID-1058,128.8490714,272.5344321,149.0811834,93.86975911,233.1565212
ID-1059,381.2961869,105.8462265,109.1824218,100.2564674,30.18424469
ID-1060,338.8899208,1223.685643,1748.749552,1555.075621,1224.265603
ID-1061,653.2243863,1557.339612,2236.217751,2363.506435,1953.064366
ID-1062,4.159403309,5.465262676,21.14071403,15.52992338,14.02679606
ID-1063,0,0,47.9189518,0,12.71762843
ID-1064,698.2598304,1596.881438,1684.650649,1331.04385,2056.678973
ID-1065,36.66436991,130.7614699,141.9820794,202.0807314,111.8680279
ID-1066,60.60844821,17.06500386,7.334533439,0,4.86643945
ID-1067,11292.77998,9706.306512,7520.809016,11418.37617,8409.064239
ID-1068,1552.217325,2433.513308,5097.148118,3000.560389,5046.544502
ID-1069,451.1962256,1448.207859,2886.546382,866.0602775,1246.529453
ID-1070,3.345049848,15.99276428,9.715231731,17.38717586,10.14301015
ID-1071,500.8402092,346.1464563,358.094694,253.5245976,328.8448145
ID-1072,6.42816875,0,98.01603778,0,0
ID-1073,0,0,0,0,0
ID-1074,15.52167576,33.99126786,78.89095723,32.19618262,34.89593167
ID-1075,3.288830523,64.82055732,39.00379798,12.2794743,33.27286508
ID-1076,7333.028033,12520.91679,4376.127804,7335.300478,4656.896293
ID-1077,12.35706226,43.29761498,34.89244063,112.7804145,41.67184073
ID-1078,182.961753,160.268828,184.188471,300.3098934,125.1891549
ID-1079,18.24770484,17.98247719,7.728863194,5.677606398,15.38422794
ID-1080,264.346078,381.6434967,989.7106584,747.3476975,476.9110661
ID-1081,1258.476543,194.1703436,436.1163029,480.5551573,246.49336
ID-1082,76.87917256,710.850944,2011.631165,329.5679043,681.7587723
ID-1083,19336.55874,0,46.75019688,25.7569461,11.63197722
ID-1084,95.24184719,0,0,0,0
ID-1085,0,0,0,0,0
ID-1086,2624.121332,4165.441036,1936.724302,4043.244312,2547.941529
ID-1087,558.5183582,938.5032083,1110.021289,888.9406777,984.0063769
ID-1088,1554.079667,24697.75965,8242.580568,2731.916087,5836.976744
ID-1089,683.5286104,216.7887528,79.86491967,152.5383586,222.5584975
ID-1090,2269.293061,706.5440747,225.6648312,454.3405492,465.8201111
ID-1091,146.3818077,342.2980307,836.4799481,367.4507018,398.8203652
ID-1092,342.6708418,458.8298219,199.0479536,138.0968572,201.7700664
ID-1093,8452.123596,18265.75959,33502.8152,35891.46812,23182.83273
ID-1094,10548.46009,25202.28809,47498.12511,56107.48943,32073.28824
ID-1095,1618.64084,27745.59407,23383.92762,8758.201574,12508.54785
ID-1096,51.73599825,110.9689297,101.3066645,41.82286486,123.0981423
ID-1097,639.4630478,1260.337097,718.784277,482.1028389,767.2047585
ID-1098,772.7577147,1114.913586,1039.670115,1593.481067,749.4316753
ID-1099,5.217043851,8.160658576,6.643297162,9.534680357,3.653045025
ID-1100,555.8123584,955.0228778,952.8070649,1199.295324,920.5492671
ID-1101,0.765274266,3.045891902,2.316141413,1.747667116,3.841881027
ID-1102,228.9652488,321.4962457,239.594759,413.4739389,295.23066
ID-1103,72.73013785,47.78201082,61.61008089,45.25863386,47.69110661
ID-1104,1797.780358,4129.654837,7445.066575,4047.544714,6324.255442
ID-1105,270.3612151,644.9009957,232.5478543,310.5984677,243.1311317
ID-1106,8032.873421,12692.50797,8465.021444,11642.56537,13286.50582
ID-1107,366.7324748,647.6462586,1097.558118,881.1137732,1660.738073
ID-1108,27.2738017,119.4550271,112.951815,260.2371447,88.56919799
ID-1109,242.4337928,95.56402164,195.0985895,98.06037336,40.87809138
ID-1110,2.928100849,5.298255485,5.862786263,4.668756973,4.139295034
ID-1111,23.24707603,198.546255,521.8570778,126.5795125,659.8358586
ID-1112,2358.725113,4577.282841,2215.701992,4810.28691,3754.033896
ID-1113,144.4286425,204.5985038,210.2826342,171.3247931,83.71311267
ID-1114,447.0687685,443.5677707,332.3411173,590.4710654,517.9356739
ID-1115,11.54446633,0,9.779377919,0,12.97717187
ID-1116,1059.204785,3902.19755,7280.74686,750.7186092,4769.110661
ID-1117,752.7178246,809.2114736,912.0058569,800.5425021,815.3640808
ID-1118,58.94032578,314.1630681,212.4323125,201.7261738,215.6413077
ID-1119,768.6577314,3043.058258,5953.225071,1997.148147,3963.972567
ID-1120,1713.87223,1743.158543,616.1008089,1043.462947,1105.222471
ID-1121,5.509858928,18.09924652,28.00458222,24.00079068,12.38730042
ID-1122,659.4919266,93.82936118,21.35002803,26.139475,51.94080918
ID-1123,2197.215744,3268.457196,2837.306357,2423.321939,4332.360527
ID-1124,1139.106725,3741.833268,1673.881193,1099.43348,1313.138689
ID-1125,4.99128397,26.23326084,8.456285612,49.69575482,0
ID-1126,864.7113718,1651.093402,1031.537741,2619.933639,1649.165748
ID-1127,420.3308121,1218.146325,1138.075105,1799.170383,1249.683627
ID-1128,123.0351499,390.219755,984.7344595,638.901048,557.9859473
ID-1129,13.19917317,12.38792873,28.75137108,32.85441569,8.478418953
ID-1130,54.5186588,66.31052589,26.33223787,34.30752711,89.4245709
ID-1131,311.1233675,393.9361337,277.9299204,478.7357715,286.1466397
ID-1132,310.3377024,299.3749443,33.27704986,215.118198,136.8911393
ID-1133,19.79875975,78.04395101,201.2595976,70.40231933,76.30577058
ID-1134,835.4641477,1835.319287,3096.301501,7351.626807,1085.889812
ID-1135,0,299.7079532,208.6793062,158.9729791,23.07634191
ID-1136,74.76199701,39.13378632,59.21217182,107.7972475,67.30048712
ID-1137,0,0,0,0,0
ID-1138,37.12267453,515.6475334,395.3313524,316.810437,315.9535813
ID-1139,10.87843942,14.29376392,46.07591519,27.07781513,30.57122219
ID-1140,25618.72484,11332.91282,5015.692483,5338.19784,12452.09553
ID-1141,22.91957298,24.27253399,28.32074692,27.70498543,27.36842853
ID-1142,805.0045173,690.8652562,122.8691072,478.3747339,366.8546662
ID-1143,584.2256975,950.4181387,329.9337665,502.0493264,187.6371408
ID-1144,5367.726607,280.9582236,166.7579523,116.1638269,354.8218332
ID-1145,500.8614817,503.2596047,793.6576392,601.3531443,337.8120052
ID-1146,133.1009059,171.2448972,89.26079257,89.72844621,190.1410133
ID-1147,415.3273662,2529.09345,5455.194355,3390.427484,3704.845966
ID-1148,1966.277926,3087.453007,1009.062543,599.0966597,1467.418665
ID-1149,1.664725737,1.889094228,5.095942393,4.096625796,1.679938209
ID-1150,0,0,0,0,0
ID-1151,137.6981411,176.0389872,69.35637761,259.376966,87.85203849
ID-1152,367.0271268,404.2331717,468.9306264,425.9145838,252.5081611
ID-1153,320.5900669,448.7126547,323.2315332,353.4572295,223.2766387
